IAST_normalized,ASCII
rogaparīkṣā,rogapariikshaa
rogāvasthā,rogaavasthaa
rogaviniścayaḥ,rogavinishcayah
rogi,rogi
rogīparīkṣā,rogiipariikshaa
rohiṇī,rohinii
rohiṇī,rohinii
roma,roma
romādaḥ,romaadah
romakalavaṇam,romakalavanam
romakūpaḥ,romakuupah
romāntaḥ,romaantah
romarājī,romaraajii
romasañjananakarma,romasanjananakarma
romasañjananam,romasanjananam
romāvartaḥ,romaavartah
ropaṇa_āścyotanam,ropana_aashcyotanam
ropaṇagaṇḍūṣaḥ,ropanaganduushah
ropaṇakarma,ropanakarma
ropaṇakavalaḥ,ropanakavalah
ropaṇāñjana_apacāraḥ,ropanaanjana_apacaarah
ropaṇāñjana_atiyogaḥ,ropanaanjana_atiyogah
ropaṇāñjana_ayogaḥ,ropanaanjana_ayogah
ropaṇāñjanam,ropanaanjanam
ropaṇapuṭapākaḥ,ropanaputapaakah
ropaṇasekaḥ,ropanasekah
ṛṣikāyaḥ,rishikaayah
ṛṣyajihvakaḥ,rishyajihvakah
ṛtucaryā,ritucaryaa
ṛtuḥ,rituh
ṛtukālacaryā_vaiṣamyam,ritukaalacaryaa_vaishamyam
ṛtumatiḥ,ritumatih
ṛtusandhiḥ,ritusandhih
ṛtuśodhanam,ritushodhanam
ṛtuviparyayaḥ,rituviparyayah
rucakāsthi,rucakaasthi
rucikṛt,rucikrit
rucyam,rucyam
rudhira_nivāraṇam_(caturvidha),rudhira_nivaaranam_(caturvidha)
rudhirasthānam,rudhirasthaanam
rūhyā,ruuhyaa
ruhyamāṇavraṇaḥ,ruhyamaanavranah
rujākaramarma,rujaakaramarma
rūkṣaḥ,ruukshah
rūkṣaṇa_apacāraḥ,ruukshana_apacaarah
rūkṣaṇa_atiyogaḥ,ruukshana_atiyogah
rukṣaṇam,rukshanam
rūkṣaretodoṣaḥ,ruuksharetodoshah
rūpaḥ,ruupah
rūpam,ruupam
Rūpavahādhamanī,ruupavahaadhamanii
śabdābhivahā,shabdaabhivahaa
śabdaḥ,shabdah
śabdānuvahā,shabdaanuvahaa
śabdapathaḥ,shabdapathah
śabdavahādhamanī,shabdavahaadhamanii
śabdavahasrotas,shabdavahasrotas
sabhaktaḥ,sabhaktah
ṣaḍaṅgam,shadangam
ṣāḍavaḥ,shaadavah
ṣaḍdhātupuruṣa,shaddhaatupurusha
sādhakapittam,saadhakapittam
sādhana,saadhana
sādhanam,saadhanam
sādhāraṇarasaḥ,saadhaaranarasah
sadhetu,sadhetu
sādhya,saadhya
sādhyarogaḥ,saadhyarogah
sādhyāsādhyatā,saadhyaasaadhyataa
ṣaḍripuḥ,shadripuh
ṣaḍvidhaparīkṣā,shadvidhapariikshaa
ṣaḍvidhopakramāḥ,shadvidhopakramaah
sadvṛttam,sadvrittam
sadyaḥkṣataghnam,sadyahkshataghnam
sadyaḥprāṇaharamarma,sadyahpraanaharamarma
sadyasnehaḥ,sadyasnehah
sadyogarbhaḥ,sadyogarbhah
sadyojāta,sadyojaata
sadyojātaśiśuparicaryā,sadyojaatashishuparicaryaa
sadyovraṇaḥ,sadyovranah
sāgni_upanāhasvedaḥ,saagni_upanaahasvedah
sagrāsam,sagraasam
sahaja_balam,sahaja_balam
sahajārśaḥ,sahajaarshah
saindhavalavaṇam,saindhavalavanam
śākavargaḥ,shaakavargah
śākhā,shaakhaa
śākhā,shaakhaa
śākhā,shaakhaa
śākhāgatiḥ,shaakhaagatih
Śākhāmarma,śaakhaamarma
śākhāśritakāmalā,shaakhaashritakaamalaa
śakṛnmārgaḥ,shakrinmaargah
śakṛt,shakrit
sākṣī,saakshii
sakthi,sakthi
Sakthimarma,sakthimarma
śaktiḥ,shaktih
saktuḥ,saktuh
śakunīgrahaḥ,shakuniigrahah
śākunikāyaḥ,shaakunikaayah
śalākā,shalaakaa
śalākāyantram,shalaakaayantram
śalākī,shalaakii
śālākin,shaalaakin
śālakyatantra,shaalakyatantra
śālākyatantram,shaalaakyatantram
śālidhānya_atiyogaḥ,shaalidhaanya_atiyogah
śālisaktuḥ,shaalisaktuh
śalyacikitsā,shalyacikitsaa
śalyagatiḥ,shalyagatih
śalyajanyabhagandaraḥ,shalyajanyabhagandarah
śalyam,shalyam
śalyanimittajanāḍīvraṇaḥ,shalyanimittajanaadiivranah
śalyārdita_virecanavyāpat,shalyaardita_virecanavyaapat
śalyatantram,shalyatantram
sāmadoṣaḥ,saamadoshah
samāgniḥ,samaagnih
samāhitayantraḥ,samaahitayantrah
sāmamalaḥ,saamamalah
śamanadhūmapānam,shamanadhuumapaanam
śamanagaṇḍūṣaḥ,shamanaganduushah
samānaḥ,samaanah
śamanakavalaḥ,shamanakavalah
śamanam,shamanam
śamananasyam,shamananasyam
samānapratyayārabdhadravyaḥ,samaanapratyayaarabdhadravyah
samānavātakopaḥ,samaanavaatakopah
sāmānyajavikāraḥ,saamaanyajavikaarah
sāmānyam,saamaanyam
sāmānyapūrvarūpam,saamaanyapuurvaruupam
samaśanam,samashanam
samavāyaḥ,samavaayah
samavāyikāraṇam,samavaayikaaranam
sambhavaḥ,sambhavah
sambhojyam,sambhojyam
śambūkāvartabhagandaraḥ,shambuukaavartabhagandarah
samghātabalapravṛttarogaḥ,samghaatabalapravrittarogah
śamīdhānyavargaḥ,shamiidhaanyavargah
samjñāprabodhanam,samjnaaprabodhanam
saṃjñāsthāpanam,samjnaasthaapanam
samjñāsthāpanam_(viṣopakrama),samjnaasthaapanam_(vishopakrama)
śaṃkhaḥ,shamkhah
śaṃkhāvartasandhiḥ,shamkhaavartasandhih
saṃkhyā,samkhyaa
sammohaḥ,sammohah
saṃmūḍhapiḍakā,sammuudhapidakaa
saṃnyāsaḥ,samnyaasah
samprāptibhedaḥ,sampraaptibhedah
samprāptiḥ,sampraaptih
saṃśamana_karma,samshamana_karma
saṁśamanam,saṁshamanam
saṃsarga,samsarga
samsargajarogaḥ,samsargajarogah
samsarjanakramaḥ,samsarjanakramah
saṃśayaḥ,samshayah
saṁskāraḥ,saṁskaarah
saṃskāraḥ,samskaarah
saṃskṛtalājamaṇḍaḥ,samskritalaajamandah
saṁśodhanakarma,saṁshodhanakarma
saṁśodhanārhaḥ,saṁshodhanaarhah
samsthānam,samsthaanam
samuccaya,samuccaya
samuccayaḥ,samuccayah
sāmudgadantaḥ,saamudgadantah
sāmudgam,saamudgam
sāmudgasandhiḥ,saamudgasandhih
sāmudrajalam,saamudrajalam
sāmudralavaṇam,saamudralavanam
samutthānam.,samutthaanam.
samvāhanam,samvaahanam
saṃvaraṇī,samvaranii
saṃvatsaraḥ,samvatsarah
saṃvṛtadantaḥ,samvritadantah
samyagrūḍhavraṇaḥ,samyagruudhavranah
samyak_dagdhaḥ,samyak_dagdhah
saṃyogaḥ,samyogah
saṁyogajaviṣam,saṁyogajavisham
śanairmehaḥ,shanairmehah
sañcārasthānam,sancaarasthaanam
sañcayaḥ,sancayah
sandaṃśayantram,sandamshayantram
sandhānakaraḥ,sandhaanakarah
sandhānakarma,sandhaanakarma
sandhānam,sandhaanam
sandhānam,sandhaanam
sandhānīya,sandhaaniiya
sandhāyasaṃbhāṣā,sandhaayasambhaashaa
sandhigata_śalyaḥ,sandhigata_shalyah
sandhigatavātaḥ,sandhigatavaatah
sandhiḥ,sandhih
sandhilēpanam,sandhilēpanam
sandhimarma,sandhimarma
ṣāṇḍhyakaraḥ,shaandhyakarah
sāndraḥ,saandrah
sāndramehaḥ,saandramehah
sāndraprasādamehaḥ,saandraprasaadamehah
saṅgaḥ,sangah
saṅghātaḥ,sanghaatah
saṅkalpaḥ,sankalpah
saṅkarasvedaḥ,sankarasvedah
śaṅkāviṣam,shankaavisham
śaṅkhaḥ,shankhah
śaṅkhakaḥ,shankhakah
śaṅkhapradeśaḥ,shankhapradeshah
saṅkhyāsamprāptiḥ,sankhyaasampraaptih
saṅkṣiptaḥ,sankshiptah
sānnam,saannam
sannikarṣaḥ,sannikarshah
sannikṛṣṭahetuḥ,sannikrishtahetuh
sannipātaḥ,sannipaatah
sannipātaja_grahaṇīroga,sannipaataja_grahaniiroga
sannipātaja_apasmāraḥ,sannipaataja_apasmaarah
sannipātaja_arocakaḥ,sannipaataja_arocakah
sannipātaja_oṣṭhaprakopaḥ,sannipaataja_oshthaprakopah
sannipātaja_pratiśyāyaḥ,sannipaataja_pratishyaayah
sannipātaja_śirorogaḥ,sannipaataja_shirorogah
sannipātaja_srāvaḥ,sannipaataja_sraavah
sannipātaja_udararogaḥ,sannipaataja_udararogah
sannipātaja_upadaṃśaḥ,sannipaataja_upadamshah
sannipātaja_yonirogaḥ,sannipaataja_yonirogah
sannipātajabhagandaraḥ,sannipaatajabhagandarah
sannipātajachardiḥ,sannipaatajachardih
sannipātajagulmaḥ,sannipaatajagulmah
sannipātajahṛdrogaḥ,sannipaatajahridrogah
sannipātajajvaraḥ,sannipaatajajvarah
sannipātajakarṇarogaḥ,sannipaatajakarnarogah
sannipātajakṣīradoṣaḥ,sannipaatajakshiiradoshah
sannipātajamūrcchā,sannipaatajamuurcchaa
sannipātajanāḍīvraṇaḥ,sannipaatajanaadiivranah
sannipātajanāsārśaḥ,sannipaatajanaasaarshah
sannipātajapāṇḍurogaḥ,sannipaatajapaandurogah
sannipātajarohiṇī,sannipaatajarohinii
sannipātajārśaḥ,sannipaatajaarshah
sannipātajaśophaḥ,sannipaatajashophah
sannipātajavidradhiḥ,sannipaatajavidradhih
sannipātajavisarpaḥ,sannipaatajavisarpah
sannipātajavisphoṭakaḥ,sannipaatajavisphotakah
sannipātajavraṇaśophaḥ,sannipaatajavranashophah
sannipātajayonikandaḥ,sannipaatajayonikandah
sannipātajonmādaḥ,sannipaatajonmaadah
sannipātamūtrakṛcchram,sannipaatamuutrakricchram
sannipātika_asṛgdaraḥ,sannipaatika_asrigdarah
sānnipātika_dantanāḍī,saannipaatika_dantanaadii
sānnipātika_liṅganāśaḥ,saannipaatika_linganaashah
sānnipātikakarṇaśūlam,saannipaatikakarnashuulam
sānnipātikaraktaduṣṭiḥ,saannipaatikaraktadushtih
sannipātikaraktapittam,sannipaatikaraktapittam
sānnipātikaśūlaḥ,saannipaatikashuulah
sanniruddhagudaḥ,sanniruddhagudah
sanniyogaḥ,sanniyogah
santarpaṇam,santarpanam
santataviṣamajvaraḥ,santatavishamajvarah
sānubādhanam,saanubaadhanam
sapakṣaḥ,sapakshah
sapiṇḍikaḥ,sapindikah
saptamamāsa_garbhaḥ,saptamamaasa_garbhah
sāra_viṣaḥ,saara_vishah
saraḥ,sarah
sāraḥ,saarah
śarārimukhaśastram,sharaarimukhashastram
sārasam,saarasam
śarāvaḥ,sharaavah
śarāvaḥ,sharaavah
śarāvikā_pramehapiḍakā,sharaavikaa_pramehapidakaa
śārīra_guṇāḥ,shaariira_gunaah
śarīra_sampat,shariira_sampat
śarīra_vṛddhikara_bhāvaḥ,shariira_vriddhikara_bhaavah
śarīrādhiṣṭānaṃ,shariiraadhishtaanam
śarīraḥ,shariirah
śārīraḥ,shaariirah
śarīramadhyam,shariiramadhyam
śarīrārdham,shariiraardham
śārīraśalyam,shaariirashalyam
śarīrāvayavaḥ,shariiraavayavah
śārīrikadoṣa,shaariirikadosha
śārīrikahetuḥ,shaariirikahetuh
sarjikākṣāraḥ,sarjikaakshaarah
sarjikṣāraḥ,sarjikshaarah
śarkarā_aśmarī,sharkaraa_ashmarii
śarkarājamūtrakṛcchram,sharkaraajamuutrakricchram
śarkarārbudaḥ,sharkaraarbudah
Śārṅgadharasaṃhita,śaarngadharasamhita
sarpakāyaḥ,sarpakaayah
sarpiḥ_(vraṇacikitsā),sarpih_(vranacikitsaa)
sarṣapikā,sarshapikaa
sarṣapikā_pramehapiḍakā,sarshapikaa_pramehapidakaa
sarva_sāraḥ,sarva_saarah
sarvāṅgābhihataḥ,sarvaangaabhihatah
sarvāṅgaḥ,sarvaangah
sarvāṅgarogaḥ,sarvaangarogah
sarvāṅgavātaḥ,sarvaangavaatah
sarvasaramukharogaḥ,sarvasaramukharogah
sarvopaghātaśamanīya_rasāyanam,sarvopaghaatashamaniiya_rasaayanam
saśalyavraṇaḥ,sashalyavranah
śaṣkulī,shashkulii
śaṣkuliḥ,shashkulih
saśophapākaḥ,sashophapaakah
ṣaṣṭamamāsa_garbhaḥ,shashtamamaasa_garbhah
śastradaṇḍahate_nasya_vyāpadaḥ,shastradandahate_nasya_vyaapadah
śastradhārā,shastradhaaraa
śastradoṣaḥ,shastradoshah
śāstraguṇāḥ,shaastragunaah
śastrakarma_apacāraḥ,shastrakarma_apacaarah
śastrakarmayogya_vaidyalakṣaṇa,shastrakarmayogya_vaidyalakshana
śastrakṛtarogaḥ,shastrakritarogah
śastram,shastram
śāstram,shaastram
śastrapāyanā,shastrapaayanaa
śastrasādhya,shastrasaadhya
śastrasampat,shastrasampat
śastravibhramaḥ,shastravibhramah
śastravisrāvaṇam,shastravisraavanam
saśūlakaḥ,sashuulakah
sasyakaḥ,sasyakah
ṣaṭ_yantraprakāraḥ,shat_yantraprakaarah
śataghnī,shataghnii
śatapadī_daṣṭaḥ,shatapadii_dashtah
śataponakabhagandaraḥ,shataponakabhagandarah
śataponakaḥ,shataponakah
śatārukuṣṭhaḥ,shataarukushthah
satataviṣamajvaraḥ,satatavishamajvarah
ṣaṭkriyākālaḥ,ṣaṭkriyākālaḥ
sātmyam,saatmyam
ṣaṭpadārthāḥ,ṣaṭpadārthāḥ
sattva_sāraḥ,sattva_saarah
sattvakāyaḥ,sattvakaayah
sattvam,sattvam
satvāvajayacikitsā,satvaavajayacikitsaa
satyabuddhiḥ,satyabuddhih
saugandhikaḥ,saugandhikah
saumyadhātukṣayajaklaibyam,saumyadhaatukshayajaklaibyam
saumyarasaḥ,saumyarasah
saumyarogaḥ,saumyarogah
saurasaḥ,saurasah
śauryam,shauryam
śauṣiraḥ,shaushirah
sausūlakaḥ,sausuulakah
sausurādaḥ,sausuraadah
sauvarcalalavaṇam,sauvarcalalavanam
savarṇakaraṇam_(vraṇacikitsā),savarnakaranam_(vranacikitsaa)
sāvaśeṣauṣadhavyāpat,saavasheshaushadhavyaapat
savikalpakam,savikalpakam
saviṣa_jalaukādaṣṭaḥ,savisha_jalaukaadashtah
saviṣa_matsyadaṣṭaḥ,savisha_matsyadashtah
savraṇaśukraḥ,savranashukrah
sekaḥ,sekah
sendriyaḥ,sendriyah
śephaḥ,shephah
śephasevanī,shephasevanii
sevanī,sevanii
sevanī_chedaḥ,sevanii_chedah
shukravahasrotoduṣṭiḥ,shukravahasrotodushtih
siddhabastiḥ,siddhabastih
siddhāntaḥ,siddhaantah
sidhmaḥ,sidhmah
śīghraśukramuñcanam,shiighrashukramuncanam
sikatāmehaḥ,sikataamehah
śilājatu,shilaajatu
sīmantaḥ,siimantah
sīmantaḥ_(marma),siimantah_(marma)
śimbīdhānyavargaḥ,shimbiidhaanyavargah
śiṇḍākī,shindaakii
Sirā,siraa
sirāgata_śalyaḥ,siraagata_shalyah
sirāgatavātaḥ,siraagatavaatah
sirāgrahaḥ,siraagrahah
sirāgranthiḥ,siraagranthih
śiraḥ,shirah
śiraḥkapālam,shirahkapaalam
śiraḥpicuḥ,shirahpicuh
śiraḥsekaḥ,shirahsekah
śiraḥśūlaḥ_vamanasya_vyāpadaḥ,shirahshuulah_vamanasya_vyaapadah
śiraḥśūlam,shirahshuulam
sirājagranthiḥ,siraajagranthih
sirājālaḥ,siraajaalah
sirājālam,siraajaalam
sirājapiḍakā,siraajapidakaa
Sirāmarma,siraamarma
sirāpraharṣaḥ,siraapraharshah
śirastailam,shirastailam
śirastāpaḥ,shirastaapah
sirāvedhaḥ,siraavedhah
sirāviddhaḥ,siraaviddhah
śiro_artibastivyāpat,shiro_artibastivyaapat
śirobastiḥ,shirobastih
śirobhighātaḥ,shirobhighaatah
śirobhitāpaḥ,shirobhitaapah
śirobhyaṅgaḥ,shirobhyangah
śirogatasnehaḥ,shirogatasnehah
Śiromarma,śiromarma
śiropicu,shiropicu
śirorogacikitsā,shirorogacikitsaa
śirorogaḥ,shirorogah
sirotpātaḥ,sirotpaatah
śirotpātaḥ,shirotpaatah
śirovirecanam,shirovirecanam
śirovirecanam_(vraṇacikitsā),shirovirecanam_(vranacikitsaa)
śirovirecanamithyāyogaḥ,shirovirecanamithyaayogah
śirovirecananasya_atiyogaḥ,shirovirecananasya_atiyogah
śirovirecananasya_ayogaḥ,shirovirecananasya_ayogah
śirovirecananasya_hīnayogaḥ,shirovirecananasya_hiinayogah
śiśu,shishu
śītābhihataḥ,shiitaabhihatah
śītādaḥ,shiitaadah
śītaḥ,shiitah
śītaḥ,shiitah
śītakaṣāya,shiitakashaaya
śītamehaḥ,shiitamehah
śītāpanayanam,shiitaapanayanam
śītapittam,shiitapittam
śītapraśamanam,shiitaprashamanam
śītapūtanāgrahaḥ,shiitapuutanaagrahah
śītodaka_(mukhapariṣekaḥ),shītodaka_(mukhapariṣekah)
sīvanabhedaḥ,siivanabhedah
sīvanakarma,siivanakarma
sīvanam,siivanam
Sīvanī,siivanii
skandagraha,skandagraha
skandanam,skandanam
skandāpasmāraḥ,skandaapasmaarah
skandhaḥ,skandhah
ślaiṣmika_asṛgdaraḥ,shlaishmika_asrigdarah
ślaiṣmika_liṅganāśaḥ,shlaishmika_linganaashah
ślaiṣmikaraktaduṣṭiḥ,shlaishmikaraktadushtih
ślakṣṇaḥ,shlakshnah
śleṣaka_kaphaḥ,shleshaka_kaphah
śleṣmā,shleshmaa
śleṣmā_srāvaḥ,shleshmaa_sraavah
śleṣmabhuvaḥ,shleshmabhuvah
śleṣmadharākalā,shleshmadharaakalaa
śleṣmajabhagandaraḥ,shleshmajabhagandarah
śleṣmajavraṇaḥ,shleshmajavranah
śleṣmapittam,shleshmapittam
śleṣmāśayaḥ,shleshmaashayah
ślīpadaḥ,shliipadah
smaramandiram,smaramandiram
smarātapatram,smaraatapatram
śmaśru,shmashru
smṛtiḥ,smritih
smṛtivardhakaḥ,smritivardhakah
snaihikadhūmapānam,snaihikadhuumapaanam
snaihikakavalaḥ,snaihikakavalah
snāna_vaiṣamyam,snaana_vaishamyam
snātaśirasaḥ_nasya_vyāpadaḥ,snaatashirasah_nasya_vyaapadah
snāyugata_śalyaḥ,snaayugata_shalyah
snāyugatavātaḥ,snaayugatavaatah
snāyuḥ,snaayuh
snāyujālam,snaayujaalam
Snāyumarma,snaayumarma
snāyupratānaḥ,snaayuprataanah
snāyuviddhaḥ,snaayuviddhah
snāyvarma,snaayvarma
sneha_aśanāvṛtam_sneha_basti_vyāpad,sneha_ashanaavritam_sneha_basti_vyaapad
sneha_basti_vyāpad,sneha_basti_vyaapad
sneha_pittāvṛtam_sneha_basti_vyāpad,sneha_pittaavritam_sneha_basti_vyaapad
sneha_śleśmāvṛtam_sneha_basti_vyāpad,sneha_shleshmaavritam_sneha_basti_vyaapad
sneha_vātāvṛtam_sneha_basti_vyāpad,sneha_vaataavritam_sneha_basti_vyaapad
sneha_viḍāvṛtam_sneha_basti_vyāpad,sneha_vidaavritam_sneha_basti_vyaapad
snehabastiḥ,snehabastih
snehakarma,snehakarma
snehana,snehana
snehana_apacāraḥ,snehana_apacaarah
snehana_āścyotanam,snehana_aashcyotanam
snehana_atiyogaḥ,snehana_atiyogah
snehana_ayogaḥ,snehana_ayogah
snehana_vyāpadaḥ,snehana_vyaapadah
snehanakarma,snehanakarma
snehanam,snehanam
snehanamithyāyogaḥ,snehanamithyaayogah
snehananasya_atiyogaḥ,snehananasya_atiyogah
snehananasya_ayogaḥ,snehananasya_ayogah
snehananasyahīnayogaḥ,snehananasyahiinayogah
snehanapuṭapākaḥ,snehanaputapaakah
snehanasekaḥ,snehanasekah
snehapāna,snehapaana
snehapānakarma_(vraṇacikitsā),snehapaanakarma_(vranacikitsaa)
snehavastiatiyoga,snehavastiatiyoga
snehavastiayoga,snehavastiayoga
snehavibhramam,snehavibhramam
snigdhagaṇḍūṣaḥ,snigdhaganduushah
snigdhaḥ,snigdhah
śodhana_cikitsa,shodhana_cikitsa
śodhanadhūmapānam,shodhanadhuumapaanam
śodhanagaṇḍūṣaḥ,shodhanaganduushah
śodhanakarma,shodhanakarma
śodhanakarma_(vraṇacikitsā),shodhanakarma_(vranacikitsaa)
śodhanakavalaḥ,shodhanakavalah
śodhanam,shodhanam
śokaḥ,shokah
śokajanyarājayakṣmā,shokajanyaraajayakshmaa
śokajonmādaḥ,shokajonmaadah
śoṇitajakṛmiḥ,shonitajakrimih
śoṇitam,shonitam
śoṇitam,shonitam
śoṇitārbudaḥ,shonitaarbudah
śoṇitārśaḥ,shonitaarshah
śoṇitasthānam,shonitasthaanam
śoṇitāsthāpanakarma,shonitaasthaapanakarma
śophaḥ,shophah
śothaghnaḥ,shothaghnah
śothaḥ,shothah
śothaharaḥ,shothaharah
sparśaḥ,sparshah
sparśahāniḥ,sparshahaanih
sparśana,sparshana
sparśanendriyam,sparshanendriyam
sparśavahādhamanī,sparshavahaadhamanii
sphaṭikā,sphatikaa
sphaṭikaḥ,sphatikah
sphik,sphik
sphuṭita_bhagnaḥ,sphutita_bhagnah
śrāmārtamattamūrcchitānām_nasya_vyāpadaḥ,shraamaartamattamuurcchitaanaam_nasya_vyaapadah
śramaśvāsavegarodhaḥ,shramashvaasavegarodhah
sraṃsana_karma,sramsana_karma
śrāntapipāsitakṣudhiteṣu_vamanasya_vyāpadaḥ,shraantapipaasitakshudhiteshu_vamanasya_vyaapadah
srāvaḥ,sraavah
śravaṇam,shravanam
śravaṇasrotas,shravanasrotas
sṛkkaṇī,srikkanii
śroṇiḥ,shronih
śroṇīkāṇḍam,shroniikaandam
śroṇikāṇḍāsthi,shronikaandaasthi
śroṇīkarṇaḥ,shroniikarnah
śroṇīpradeśaḥ,shroniipradeshah
srotaḥ,srotah
srotoduṣṭihetuḥ,srotodushtihetuh
srotoduṣṭiprakāraḥ,srotodushtiprakaarah
srotoñjana,srotonjana
srotorodhaḥ,srotorodhah
srotovaiguṇyam,srotovaigunyam
srotovaiṣamyam,srotovaishamyam
srotoviddhaḥ,srotoviddhah
śrotrādīndriyagatavātaḥ,shrotraadiindriyagatavaatah
śrotram,shrotram
śrotrendriyam,shrotrendriyam
śrṛṅgāṭakam_(marma),shrringaatakam_(marma)
śrṛṅgāvacaraṇam,shrringaavacaranam
śṛtaḥ,shritah
srutivṛddhikaram,srutivriddhikaram
stambhaḥ_vamanavyāpat,stambhah_vamanavyaapat
stambhana_apacāraḥ,stambhana_apacaarah
stambhana_atiyogaḥ,stambhana_atiyogah
stambhanakarma,stambhanakarma
stambhanam,stambhanam
stambhanam,stambhanam
stambhavirecanavyāpat,stambhavirecanavyaapat
stanaḥ,stanah
stanamūlam_(marma),stanamuulam_(marma)
stanapiṇḍaḥ,stanapindah
stanarohitam_(marma),stanarohitam_(marma)
stanyajananam,stanyajananam
stanyakṛt,stanyakrit
stanyakṣayaḥ,stanyakshayah
stanyam,stanyam
stanyāpanayanam,stanyaapanayanam
stanyaśodhanam,stanyashodhanam
stanyavaiṣamyam,stanyavaishamyam
stanyavṛddhiḥ,stanyavriddhih
sthagikābandhaḥ,sthagikaabandhah
sthairyakaraḥ,sthairyakarah
sthālakam,sthaalakam
sthālakārbudam,sthaalakaarbudam
sthālīpākaḥ,sthaaliipaakah
sthānāntaragatadoṣaḥ,sthaanaantaragatadoshah
sthānasamśrayaḥ,sthaanasamshrayah
sthānikadoṣaḥ,sthaanikadoshah
sthāpanā,sthaapanaa
sthapanī_(marma),sthapanii_(marma)
sthāvaraḥ,sthaavarah
sthāvaraviṣa_adhiṣṭhānam,sthaavaravisha_adhishthaanam
sthāvaraviṣaḥ,sthaavaravishah
sthiraḥ,sthirah
sthirasandhiḥ,sthirasandhih
sthūlaḥ,sthuulah
sthūlāntram,sthuulaantram
sthūlāsthi,sthuulaasthi
strībījam,striibiijam
strīroga,striiroga
subhaga_virecanavyāpat,subhaga_virecanavyaapat
sūcīśastram,suuciishastram
śuddhavraṇaḥ,shuddhavranah
śuddhiḥ,shuddhih
śuddhodakam,shuddhodakam
sudhāvargaḥ,sudhaavargah
śūkadhānyavargaḥ,shuukadhaanyavargah
śūkarogaḥ,shuukarogah
sukham,sukham
sukhasādhyarogaḥ,sukhasaadhyarogah
sukhāyuḥ,sukhaayuh
śukla_kṛṣṇa_sandhiḥ,shukla_krishna_sandhih
śuklamaṇḍalam,shuklamandalam
śuklamehaḥ,shuklamehah
śuklārma,shuklaarma
śuklavargaḥ,shuklavargah
śukra_sāraḥ,shukra_saarah
śukrābhighātaja_udāvartaḥ,shukraabhighaataja_udaavartah
śukradharākalā,shukradharaakalaa
śukradhātugatajvaraḥ,shukradhaatugatajvarah
śukradhātuḥ,shukradhaatuh
śukradhātvagniḥ,shukradhaatvagnih
śukradhātvagniḥ,shukradhaatvagnih
śukragatamasūrikā,shukragatamasuurikaa
śukragatavātaḥ,shukragatavaatah
śukragatavātaḥ,shukragatavaatah
śukraghnam,shukraghnam
śukraharaḥ,shukraharah
śukrajananam,shukrajananam
śukrajananam,shukrajananam
śukrajananam,shukrajananam
śukrajanyamūtrakṛcchram,shukrajanyamuutrakricchram
śukrakṣayaḥ,shukrakshayah
śukrakṣayajanya_klaibyam,shukrakshayajanya_klaibyam
śukrakṣayajanyaklaibyam,shukrakshayajanyaklaibyam
śukralaḥ,shukralah
śukralaḥ,shukralah
śukramehaḥ,shukramehah
śukraprasādanam,shukraprasaadanam
śukrāpyāyanam,shukraapyaayanam
śukrasamvāhakaḥ,shukrasamvaahakah
śukrāśmarī,shukraashmarii
śukraśodhanam,shukrashodhanam
śukraśodhanam,shukrashodhanam
śukraśodhanam,shukrashodhanam
śukrasrutikaram,shukrasrutikaram
śukrastambhanimittajaklaibyam,shukrastambhanimittajaklaibyam
śukravahasrotas,shukravahasrotas
śukravahasrotoviddhaḥ,shukravahasrotoviddhah
śukravaiṣamyam,shukravaishamyam
śukravegarodhaḥ,shukravegarodhah
śukravikṛtiḥ,shukravikritih
śukravivardhanam,shukravivardhanam
śukravṛddhiḥ,shukravriddhih
śukropacayaḥ,shukropacayah
śukrotpādakaḥ,shukrotpaadakah
sūkṣmaḥ,suukshmah
sūkṣmaśarīram,suukshmashariiram
śuktam,shuktam
śuktiḥ,shuktih
śuktiḥ,shuktih
śuktiḥ,shuktih
sukumāra_vamanasya_vyāpadaḥ,sukumaara_vamanasya_vyaapadah
sukumāra_virecanavyāpat,sukumaara_virecanavyaapat
śūlaḥ,shuulah
śūlapraśamanam,shuulaprashamanam
sūpyam,suupyam
surā,suraa
surāmehaḥ,suraamehah
śūrpaḥ,shuurpah
sūryacandradarśanasaṁskāraḥ,suuryacandradarshanasaṁskaarah
sūryakāntaḥ,suuryakaantah
sūryakṣāraḥ,suuryakshaarah
sūryāvartaḥ,suuryaavartah
suṣirā_snāyuḥ,sushiraa_snaayuh
suṣiram,sushiram
śuṣkākṣipākaḥ,shushkaakshipaakah
śuṣkārśaḥ,shushkaarshah
Suśrutasaṃhita,sushrutasamhita
sūtikā,suutikaa
sūtikārogaḥ,suutikaarogah
sūtram,suutram
sūtram,suutram
suvarṇaprāśanam,suvarnapraashanam
svabhāvabalapravṛttarogaḥ,svabhaavabalapravrittarogah
svabhāvaḥ,svabhaavah
svabhāvavyādhipratiṣedhī_yarasāyanam,svabhaavavyaadhipratishedhii_yarasaayanam
svāduḥ,svaaduh
svāṅgaśītam,svaangashiitam
svapnajananam,svapnajananam
svapnakālaḥ,svapnakaalah
svapnam,svapnam
svarabhedaḥ,svarabhedah
svaraghnam,svaraghnam
svarasaḥ,svarasah
svarjikṣāraḥ,svarjikshaarah
svarṇam,svarnam
svarṇamākṣikam,svarnamaakshikam
svārthānumānam,svaarthaanumaanam
svarūpam,svaruupam
